,ID,num_facts,model,dataset,note_type,prompt
193,193,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
194,194,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
195,195,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
196,196,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
197,197,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
198,198,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
199,199,24,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
200,200,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
201,201,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
202,202,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
203,203,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
204,204,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
205,205,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
206,206,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
207,207,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
208,208,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
209,209,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
210,210,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
211,211,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
212,212,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
213,213,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
214,214,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
215,215,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
216,216,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
217,217,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
218,218,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
219,219,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
220,220,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
221,221,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
222,222,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
223,223,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
224,224,26,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
225,225,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
226,226,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
227,227,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
228,228,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
229,229,34,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
230,230,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
231,231,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
232,232,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
233,233,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
234,234,6,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
235,235,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
236,236,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
237,237,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
238,238,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
239,239,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
240,240,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
241,241,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
242,242,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
243,243,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
244,244,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
245,245,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
246,246,7,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
247,247,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
248,248,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
249,249,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
250,250,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
251,251,26,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
252,252,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
253,253,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
254,254,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
255,255,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
256,256,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
257,257,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
258,258,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
259,259,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
260,260,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
261,261,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
262,262,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
263,263,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
264,264,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
265,265,6,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
266,266,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
267,267,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
268,268,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
269,269,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
270,270,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
271,271,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
272,272,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
273,273,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
274,274,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
275,275,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
276,276,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
277,277,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
278,278,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
279,279,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
280,280,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
281,281,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
282,282,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
283,283,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
284,284,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
285,285,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
286,286,6,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
287,287,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
288,288,28,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
289,289,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
290,290,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
291,291,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
292,292,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
293,293,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
294,294,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
295,295,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
296,296,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
297,297,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
298,298,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
299,299,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
300,300,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
301,301,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
302,302,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
303,303,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
304,304,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
305,305,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
306,306,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
307,307,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
308,308,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
309,309,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
310,310,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
311,311,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
312,312,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
313,313,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
314,314,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
315,315,35,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
316,316,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
317,317,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
318,318,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
319,319,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
320,320,6,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
321,321,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
322,322,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
323,323,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
324,324,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
325,325,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
326,326,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
327,327,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
328,328,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
329,329,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
330,330,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
331,331,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
332,332,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
333,333,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
334,334,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
335,335,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
336,336,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
337,337,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
338,338,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
339,339,25,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
340,340,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
341,341,4,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
342,342,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
343,343,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
344,344,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
345,345,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
346,346,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
347,347,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
348,348,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
349,349,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
350,350,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
351,351,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
352,352,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
353,353,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
354,354,25,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
355,355,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
356,356,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
357,357,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
358,358,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
359,359,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
360,360,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
361,361,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
362,362,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
363,363,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
364,364,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
365,365,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
366,366,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
367,367,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
368,368,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
369,369,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
370,370,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
371,371,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
372,372,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
373,373,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
374,374,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
375,375,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
376,376,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
377,377,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
378,378,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
379,379,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
380,380,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
381,381,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
382,382,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
383,383,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
384,384,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
385,385,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
386,386,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
387,387,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
388,388,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
389,389,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
390,390,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
391,391,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
392,392,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
393,393,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
394,394,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
395,395,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
396,396,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
397,397,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
398,398,27,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
399,399,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
400,400,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
401,401,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
402,402,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
403,403,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
404,404,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
405,405,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
406,406,27,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
407,407,26,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
408,408,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
409,409,24,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
410,410,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
411,411,5,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
412,412,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
413,413,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
414,414,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
415,415,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
416,416,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
417,417,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
418,418,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
419,419,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
420,420,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
421,421,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
422,422,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
423,423,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
424,424,6,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
425,425,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
426,426,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
427,427,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
428,428,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
429,429,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
430,430,6,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
431,431,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
432,432,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
433,433,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
434,434,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
435,435,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
436,436,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
437,437,6,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
438,438,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
439,439,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
440,440,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
441,441,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
442,442,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
443,443,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
444,444,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
445,445,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
446,446,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
447,447,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
448,448,30,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
449,449,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
450,450,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
451,451,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
452,452,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
453,453,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
454,454,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
455,455,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
456,456,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
457,457,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
458,458,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
459,459,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
460,460,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
461,461,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
462,462,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
463,463,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
464,464,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
465,465,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
466,466,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
467,467,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
468,468,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
469,469,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
470,470,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
471,471,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
472,472,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
473,473,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
474,474,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
475,475,6,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
476,476,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
477,477,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
478,478,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
479,479,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
480,480,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
481,481,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
482,482,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
483,483,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
484,484,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
485,485,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
486,486,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
487,487,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
488,488,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
489,489,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
490,490,6,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
491,491,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
492,492,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
493,493,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
494,494,7,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
495,495,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
496,496,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
497,497,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
498,498,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
499,499,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2
0,0,25,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
1,1,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
2,2,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
3,3,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
4,4,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
5,5,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
6,6,8,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
7,7,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
8,8,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
9,9,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
10,10,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
11,11,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
12,12,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
13,13,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
14,14,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
15,15,26,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
16,16,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
17,17,9,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
18,18,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
19,19,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
20,20,28,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
21,21,26,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
22,22,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
23,23,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
24,24,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
25,25,26,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
26,26,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
27,27,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
28,28,32,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
29,29,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
30,30,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
31,31,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
32,32,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
33,33,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
34,34,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
35,35,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
36,36,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
37,37,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
38,38,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
39,39,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
40,40,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
41,41,31,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
42,42,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
43,43,10,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
44,44,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
45,45,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
46,46,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
47,47,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
48,48,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
49,49,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
50,50,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
51,51,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
52,52,21,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
53,53,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
54,54,12,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
55,55,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
56,56,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
57,57,11,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
58,58,26,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
59,59,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
60,60,19,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
61,61,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
62,62,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
63,63,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
64,64,24,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
65,65,26,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
66,66,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
67,67,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
68,68,25,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
69,69,25,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
70,70,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
71,71,18,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
72,72,14,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
73,73,23,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
74,74,15,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
75,75,20,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
76,76,13,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
77,77,29,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
78,78,27,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
79,79,17,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
80,80,22,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
81,81,16,shc-gpt-4o,mimiciii,radiology_report,PROMPT2_ICL
